chart_type,file,source_path,old_reason_codes,new_reason_codes,x_axis_type_pred,x_axis_type_gt,y_axis_type_pred,y_axis_type_gt,x_ticks,y_ticks,x_ticks_encrypted,y_ticks_encrypted,grid_path,encrypted_grid_path,ticks_json_path,error
h_bar,h_bar_117.png,F:\program\test-demo\backend\charts\h_bar\h_bar_117.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_118.png,F:\program\test-demo\backend\charts\h_bar\h_bar_118.png,x_axis_type_wrong,,numeric,numeric,text,text,7,5,13,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_118_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_118_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_118_ticks.json,
h_bar,h_bar_119.png,F:\program\test-demo\backend\charts\h_bar\h_bar_119.png,x_axis_type_wrong,,numeric,numeric,text,text,9,13,17,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_119_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_119_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_119_ticks.json,
h_bar,h_bar_122.png,F:\program\test-demo\backend\charts\h_bar\h_bar_122.png,x_axis_type_wrong,,numeric,numeric,text,text,8,20,15,20,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_122_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_122_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_122_ticks.json,
h_bar,h_bar_126.png,F:\program\test-demo\backend\charts\h_bar\h_bar_126.png,x_axis_type_wrong,,numeric,numeric,text,text,7,11,13,11,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_126_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_126_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_126_ticks.json,
h_bar,h_bar_129.png,F:\program\test-demo\backend\charts\h_bar\h_bar_129.png,x_axis_type_wrong,,numeric,numeric,text,text,8,2,15,2,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_129_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_129_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_129_ticks.json,
h_bar,h_bar_133.png,F:\program\test-demo\backend\charts\h_bar\h_bar_133.png,x_axis_type_wrong,,numeric,numeric,text,text,8,13,15,13,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_133_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_133_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_133_ticks.json,
h_bar,h_bar_137.png,F:\program\test-demo\backend\charts\h_bar\h_bar_137.png,x_axis_type_wrong,,numeric,numeric,text,text,6,14,11,14,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_137_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_137_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_137_ticks.json,
h_bar,h_bar_139.png,F:\program\test-demo\backend\charts\h_bar\h_bar_139.png,x_axis_type_wrong,,numeric,numeric,text,text,7,6,13,6,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_139_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_139_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_139_ticks.json,
h_bar,h_bar_141.png,F:\program\test-demo\backend\charts\h_bar\h_bar_141.png,x_axis_type_wrong,,numeric,numeric,text,text,5,10,9,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_141_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_141_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_141_ticks.json,
h_bar,h_bar_142.png,F:\program\test-demo\backend\charts\h_bar\h_bar_142.png,x_axis_type_wrong,,numeric,numeric,text,text,7,8,13,8,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_142_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_142_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_142_ticks.json,
h_bar,h_bar_144.png,F:\program\test-demo\backend\charts\h_bar\h_bar_144.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_147.png,F:\program\test-demo\backend\charts\h_bar\h_bar_147.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_148.png,F:\program\test-demo\backend\charts\h_bar\h_bar_148.png,x_axis_type_wrong,,numeric,numeric,text,text,9,10,17,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_148_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_148_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_148_ticks.json,
h_bar,h_bar_150.png,F:\program\test-demo\backend\charts\h_bar\h_bar_150.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_152.png,F:\program\test-demo\backend\charts\h_bar\h_bar_152.png,x_axis_type_wrong,,numeric,numeric,text,text,5,16,9,16,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_152_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_152_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_152_ticks.json,
h_bar,h_bar_154.png,F:\program\test-demo\backend\charts\h_bar\h_bar_154.png,x_axis_type_wrong,,numeric,numeric,text,text,5,6,9,6,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_154_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_154_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_154_ticks.json,
h_bar,h_bar_155.png,F:\program\test-demo\backend\charts\h_bar\h_bar_155.png,x_axis_type_wrong,,numeric,numeric,text,text,6,6,11,6,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_155_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_155_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_155_ticks.json,
h_bar,h_bar_156.png,F:\program\test-demo\backend\charts\h_bar\h_bar_156.png,x_axis_type_wrong,,numeric,numeric,text,text,6,5,11,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_156_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_156_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_156_ticks.json,
h_bar,h_bar_163.png,F:\program\test-demo\backend\charts\h_bar\h_bar_163.png,x_axis_type_wrong,,numeric,numeric,text,text,7,3,13,3,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_163_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_163_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_163_ticks.json,
h_bar,h_bar_164.png,F:\program\test-demo\backend\charts\h_bar\h_bar_164.png,x_axis_type_wrong,,numeric,numeric,text,text,6,12,11,12,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_164_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_164_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_164_ticks.json,
h_bar,h_bar_166.png,F:\program\test-demo\backend\charts\h_bar\h_bar_166.png,x_axis_type_wrong,,numeric,numeric,text,text,9,2,17,2,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_166_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_166_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_166_ticks.json,
h_bar,h_bar_168.png,F:\program\test-demo\backend\charts\h_bar\h_bar_168.png,x_axis_type_wrong|y_axis_type_wrong,,numeric,numeric,text,text,6,10,11,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_168_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_168_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_168_ticks.json,
h_bar,h_bar_169.png,F:\program\test-demo\backend\charts\h_bar\h_bar_169.png,x_axis_type_wrong,,numeric,numeric,text,text,9,6,17,6,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_169_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_169_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_169_ticks.json,
h_bar,h_bar_172.png,F:\program\test-demo\backend\charts\h_bar\h_bar_172.png,x_axis_type_wrong,,numeric,numeric,text,text,5,9,9,9,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_172_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_172_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_172_ticks.json,
h_bar,h_bar_174.png,F:\program\test-demo\backend\charts\h_bar\h_bar_174.png,x_axis_type_wrong,process_failed,unknown,numeric,unknown,text,0,0,0,0,,,,not_enough_tick_lines
h_bar,h_bar_175.png,F:\program\test-demo\backend\charts\h_bar\h_bar_175.png,x_axis_type_wrong,,numeric,numeric,text,text,6,15,11,15,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_175_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_175_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_175_ticks.json,
h_bar,h_bar_187.png,F:\program\test-demo\backend\charts\h_bar\h_bar_187.png,x_axis_type_wrong,,numeric,numeric,text,text,7,8,13,8,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_187_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_187_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_187_ticks.json,
h_bar,h_bar_188.png,F:\program\test-demo\backend\charts\h_bar\h_bar_188.png,x_axis_type_wrong,,numeric,numeric,text,text,6,10,11,10,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_188_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_188_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_188_ticks.json,
h_bar,h_bar_193.png,F:\program\test-demo\backend\charts\h_bar\h_bar_193.png,x_axis_type_wrong,,numeric,numeric,text,text,8,17,15,17,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_193_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_193_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_193_ticks.json,
h_bar,h_bar_195.png,F:\program\test-demo\backend\charts\h_bar\h_bar_195.png,x_axis_type_wrong,,numeric,numeric,text,text,9,5,17,5,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_195_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_195_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_195_ticks.json,
h_bar,h_bar_196.png,F:\program\test-demo\backend\charts\h_bar\h_bar_196.png,x_axis_type_wrong,,numeric,numeric,text,text,6,4,11,4,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_196_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_196_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_196_ticks.json,
h_bar,h_bar_199.png,F:\program\test-demo\backend\charts\h_bar\h_bar_199.png,x_axis_type_wrong,,numeric,numeric,text,text,7,6,13,6,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_199_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_199_with_grid.png,f:\program\test-demo\backend\evaluation\recheck_outputs\current_prompt_actionable\h_bar\h_bar_199_ticks.json,
