Entity,Code,Year,Human Development Index,GDP per capita,Population,World region according to OWID
Libya,LBY,2009,0.753,20518.965,6366689,Africa
Libya,LBY,2010,0.755,21115.525,6497837,Africa
Libya,LBY,2011,0.715,10741.921,6343210,Africa
Libya,LBY,2012,0.758,20601.002,6179327,Africa
Libya,LBY,2013,0.748,16557.5,6304636,Africa
Libya,LBY,2014,0.728,12499.083,6427260,Africa
Libya,LBY,2015,0.728,12195.349,6531825,Africa
Libya,LBY,2016,0.725,11831.826,6632130,Africa
Libya,LBY,2017,0.74,15428.116,6738771,Africa
Libya,LBY,2018,0.743,16385.164,6849058,Africa
Libya,LBY,2019,0.737,14337.196,6951040,Africa
Libya,LBY,2020,0.688,9978.664,7045403,Africa
Libya,LBY,2021,0.729,12641.51,7135179,Africa
Libya,LBY,2022,0.741,11450.06,7223804,Africa
Libya,LBY,2023,0.721,12476.598,7305659,Africa
Libya,LBY,2024,,12583.834,7305659,Africa
Liechtenstein,LIE,2000,0.882,,33137,Europe
Liechtenstein,LIE,2001,0.888,,33470,Europe
Liechtenstein,LIE,2002,0.893,,33770,Europe
Liechtenstein,LIE,2003,0.897,,34089,Europe
Liechtenstein,LIE,2004,0.904,,34409,Europe
Liechtenstein,LIE,2005,0.903,,34713,Europe
Liechtenstein,LIE,2006,0.908,,35002,Europe
Liechtenstein,LIE,2007,0.909,,35251,Europe
Liechtenstein,LIE,2008,0.912,,35467,Europe
Liechtenstein,LIE,2009,0.913,,35740,Europe
Liechtenstein,LIE,2010,0.914,,36021,Europe
Liechtenstein,LIE,2011,0.919,,36295,Europe
Liechtenstein,LIE,2012,0.919,,36621,Europe
Liechtenstein,LIE,2013,0.92,,36930,Europe
Liechtenstein,LIE,2014,0.923,,37191,Europe
Liechtenstein,LIE,2015,0.925,,37424,Europe
Liechtenstein,LIE,2016,0.926,,37635,Europe
Liechtenstein,LIE,2017,0.929,,37872,Europe
Liechtenstein,LIE,2018,0.928,,38157,Europe
Liechtenstein,LIE,2019,0.935,,38463,Europe
Liechtenstein,LIE,2020,0.929,,38793,Europe
Liechtenstein,LIE,2021,0.933,,39062,Europe
Liechtenstein,LIE,2022,0.936,,39338,Europe
Liechtenstein,LIE,2023,0.938,,39622,Europe
Lithuania,LTU,1990,0.745,20586.229,3695016,Europe
Lithuania,LTU,1991,0.738,19384.818,3701408,Europe
Lithuania,LTU,1992,0.723,15280.389,3697552,Europe
Lithuania,LTU,1993,0.705,12861.695,3680201,Europe
Lithuania,LTU,1994,0.699,11686.438,3654893,Europe
Lithuania,LTU,1995,0.706,12164.204,3627038,Europe
Lithuania,LTU,1996,0.723,12873.201,3599721,Europe
Lithuania,LTU,1997,0.739,14045.005,3573418,Europe
Lithuania,LTU,1998,0.751,15202.912,3547768,Europe
Lithuania,LTU,1999,0.762,15143.193,3522905,Europe
Lithuania,LTU,2000,0.778,15771.427,3500410,Europe
Lithuania,LTU,2001,0.787,16933.023,3473008,Europe
Lithuania,LTU,2002,0.799,18216.545,3444051,Europe
Lithuania,LTU,2003,0.812,20302.984,3415276,Europe
Lithuania,LTU,2004,0.821,21867.287,3376703,Europe
Lithuania,LTU,2005,0.828,23944.701,3322264,Europe
Lithuania,LTU,2006,0.834,26129.34,3269809,Europe
Lithuania,LTU,2007,0.839,29370.773,3231378,Europe
Lithuania,LTU,2008,0.849,30445.781,3198482,Europe
Lithuania,LTU,2009,0.851,26217.545,3163255,Europe
Lithuania,LTU,2010,0.854,26887.492,3097721,Europe
Lithuania,LTU,2011,0.86,29240.748,3028642,Europe
Lithuania,LTU,2012,0.862,30920.33,2988334,Europe
Lithuania,LTU,2013,0.865,32474.64,2958359,Europe
Lithuania,LTU,2014,0.866,33975.086,2933171,Europe
Lithuania,LTU,2015,0.869,35251.297,2905771,Europe
Lithuania,LTU,2016,0.875,36618.15,2869109,Europe
Lithuania,LTU,2017,0.885,38774.49,2829317,Europe
Lithuania,LTU,2018,0.889,41019.79,2802485,Europe
Lithuania,LTU,2019,0.894,43062.324,2795057,Europe
Lithuania,LTU,2020,0.888,43091.797,2795766,Europe
Lithuania,LTU,2021,0.887,45873.527,2794490,Europe
Lithuania,LTU,2022,0.888,46651.215,2816923,Europe
Lithuania,LTU,2023,0.895,46159.707,2854104,Europe
Lithuania,LTU,2024,,47165.367,2854104,Europe
Low human development (UNDP),,1990,0.346,,,
Low human development (UNDP),,1991,0.348,,,
Low human development (UNDP),,1992,0.352,,,
Low human development (UNDP),,1993,0.356,,,
Low human development (UNDP),,1994,0.361,,,
Low human development (UNDP),,1995,0.368,,,
Low human development (UNDP),,1996,0.373,,,
Low human development (UNDP),,1997,0.378,,,
Low human development (UNDP),,1998,0.382,,,
Low human development (UNDP),,1999,0.39,,,
Low human development (UNDP),,2000,0.393,,,
Low human development (UNDP),,2001,0.401,,,
Low human development (UNDP),,2002,0.407,,,
Low human development (UNDP),,2003,0.414,,,
Low human development (UNDP),,2004,0.424,,,
Low human development (UNDP),,2005,0.433,,,
Low human development (UNDP),,2006,0.442,,,
Low human development (UNDP),,2007,0.45,,,
Low human development (UNDP),,2008,0.457,,,
Low human development (UNDP),,2009,0.461,,,
Low human development (UNDP),,2010,0.467,,,
Low human development (UNDP),,2011,0.471,,,
Low human development (UNDP),,2012,0.477,,,
Low human development (UNDP),,2013,0.482,,,
Low human development (UNDP),,2014,0.488,,,
Low human development (UNDP),,2015,0.491,,,
Low human development (UNDP),,2016,0.497,,,
Low human development (UNDP),,2017,0.5,,,
Low human development (UNDP),,2018,0.504,,,
Low human development (UNDP),,2019,0.507,,,
Low human development (UNDP),,2020,0.507,,,
Low human development (UNDP),,2021,0.507,,,
Low human development (UNDP),,2022,0.512,,,
Low human development (UNDP),,2023,0.515,,,
Low-income countries,OWID_LIC,1990,,2091.577,292663595,
Low-income countries,OWID_LIC,1991,,2086.3845,300360059,
Low-income countries,OWID_LIC,1992,,2042.2125,309369865,
Low-income countries,OWID_LIC,1993,,1978.6189,319277771,
Low-income countries,OWID_LIC,1994,,1942.905,328801392,
Low-income countries,OWID_LIC,1995,,1981.9554,338406194,
Low-income countries,OWID_LIC,1996,,2036.1765,348513467,
Low-income countries,OWID_LIC,1997,,2109.07,358535391,
Low-income countries,OWID_LIC,1998,,2148.3252,368772687,
Low-income countries,OWID_LIC,1999,,2115.6118,379366090,
Low-income countries,OWID_LIC,2000,,2100.0354,389723485,
Low-income countries,OWID_LIC,2001,,2115.2341,400384099,
Low-income countries,OWID_LIC,2002,,2172.3687,412284807,
Low-income countries,OWID_LIC,2003,,2247.3982,424679097,
Low-income countries,OWID_LIC,2004,,2317.1028,436967699,
Low-income countries,OWID_LIC,2005,0.34204078,2392.5898,449724246,
Low-income countries,OWID_LIC,2006,0.35059604,2455.3108,463303557,
Low-income countries,OWID_LIC,2007,0.3596332,2534.7456,477111736,
Low-income countries,OWID_LIC,2008,0.39877075,2592.9873,490973774,
Low-income countries,OWID_LIC,2009,0.402766,2614.398,505164159,
Low-income countries,OWID_LIC,2010,0.42096916,2703.7039,519647365,
Low-income countries,OWID_LIC,2011,0.4269735,2705.9165,534392915,
Low-income countries,OWID_LIC,2012,0.43000394,2496.4563,549004721,
Low-income countries,OWID_LIC,2013,0.432075,2414.5007,563040135,
Low-income countries,OWID_LIC,2014,0.43649974,2419.5178,577051647,
Low-income countries,OWID_LIC,2015,0.43883622,2431.4712,591583770,
Low-income countries,OWID_LIC,2016,0.4427982,2422.1921,607210136,
Low-income countries,OWID_LIC,2017,0.44619104,2425.2117,623824285,
Low-income countries,OWID_LIC,2018,0.4525536,2432.9915,641385698,
Low-income countries,OWID_LIC,2019,0.45707306,2434.319,659875267,
Low-income countries,OWID_LIC,2020,0.45871836,2347.0789,678679145,
Low-income countries,OWID_LIC,2021,0.4588084,2301.291,697273071,
Low-income countries,OWID_LIC,2022,0.47149748,2312.3845,715844683,
Low-income countries,OWID_LIC,2023,0.47806427,2245.1287,735385966,
Low-income countries,OWID_LIC,2024,,2252.951,735385966,
Lower-middle-income countries,OWID_LMC,1990,,3015.438,1711864220,
Lower-middle-income countries,OWID_LMC,1991,,3003.4285,1752608523,
Lower-middle-income countries,OWID_LMC,1992,,3050.2703,1793067376,
Lower-middle-income countries,OWID_LMC,1993,,3055.9973,1833937911,
Lower-middle-income countries,OWID_LMC,1994,,3115.1677,1874934474,
Lower-middle-income countries,OWID_LMC,1995,,3212.7397,1916258972,
Lower-middle-income countries,OWID_LMC,1996,,3347.0972,1957849353,
Lower-middle-income countries,OWID_LMC,1997,,3411.546,1999733954,
Lower-middle-income countries,OWID_LMC,1998,,3500.263,2042077792,
Lower-middle-income countries,OWID_LMC,1999,0.48673937,3626.8872,2084331968,
Lower-middle-income countries,OWID_LMC,2000,0.49990252,3707.9395,2126916405,
Lower-middle-income countries,OWID_LMC,2001,0.5078028,3796.1543,2169845903,
Lower-middle-income countries,OWID_LMC,2002,0.5139684,3892.3313,2211922405,
Lower-middle-income countries,OWID_LMC,2003,0.5242137,4053.374,2253565571,
Lower-middle-income countries,OWID_LMC,2004,0.533825,4263.3096,2295613093,
Lower-middle-income countries,OWID_LMC,2005,0.5434632,4473.2188,2337232229,
Lower-middle-income countries,OWID_LMC,2006,0.55155903,4707.42,2379086325,
Lower-middle-income countries,OWID_LMC,2007,0.5593327,4946.4395,2421832593,
Lower-middle-income countries,OWID_LMC,2008,0.56541926,5080.3003,2464297892,
Lower-middle-income countries,OWID_LMC,2009,0.5710855,5301.5405,2507036280,
Lower-middle-income countries,OWID_LMC,2010,0.57957613,5575.538,2550520230,
Lower-middle-income countries,OWID_LMC,2011,0.5894755,5746.0674,2594096178,
Lower-middle-income countries,OWID_LMC,2012,0.5956914,5944.4634,2637381315,
Lower-middle-income countries,OWID_LMC,2013,0.60151386,6183.676,2680848784,
Lower-middle-income countries,OWID_LMC,2014,0.60980934,6464.03,2724066420,
Lower-middle-income countries,OWID_LMC,2015,0.6173714,6755.226,2765984952,
Lower-middle-income countries,OWID_LMC,2016,0.62547666,7049.0415,2807490854,
Lower-middle-income countries,OWID_LMC,2017,0.62979513,7334.511,2848767185,
Lower-middle-income countries,OWID_LMC,2018,0.6321534,7635.979,2889324239,
Lower-middle-income countries,OWID_LMC,2019,0.63645244,7843.6367,2929401303,
Lower-middle-income countries,OWID_LMC,2020,0.6364669,7439.8076,2969245757,
Lower-middle-income countries,OWID_LMC,2021,0.63409626,7837.433,3007019418,
Lower-middle-income countries,OWID_LMC,2022,0.6529091,8238.695,3044254723,
Lower-middle-income countries,OWID_LMC,2023,0.6585855,8649.748,3083154885,
Lower-middle-income countries,OWID_LMC,2024,,8995.874,3083154885,
Luxembourg,LUX,1990,0.787,81450.57,381707,Europe
Luxembourg,LUX,1991,0.796,87313.72,386819,Europe
Luxembourg,LUX,1992,0.801,87729.4,391972,Europe
Luxembourg,LUX,1993,0.812,90195.664,397210,Europe
Luxembourg,LUX,1994,0.82,92375.36,402597,Europe
Luxembourg,LUX,1995,0.824,92391.34,408237,Europe
Luxembourg,LUX,1996,0.832,92416.516,413779,Europe
Luxembourg,LUX,1997,0.837,96211.734,418970,Europe
Luxembourg,LUX,1998,0.845,101364.67,424158,Europe
Luxembourg,LUX,1999,0.858,108180.41,429909,Europe
Luxembourg,LUX,2000,0.861,114141.586,436142,Europe
Luxembourg,LUX,2001,0.863,116258.43,441754,Europe
Luxembourg,LUX,2002,0.868,118757.53,446392,Europe
Luxembourg,LUX,2003,0.87,120396.26,451845,Europe
Luxembourg,LUX,2004,0.878,123720.26,458305,Europe
Luxembourg,LUX,2005,0.879,124866.86,465369,Europe
Luxembourg,LUX,2006,0.88,130284.97,472869,Europe
Luxembourg,LUX,2007,0.883,138677.97,480277,Europe
Luxembourg,LUX,2008,0.896,135812.22,488995,Europe
Luxembourg,LUX,2009,0.905,129002.24,498196,Europe
Luxembourg,LUX,2010,0.909,131432.06,507418,Europe
Luxembourg,LUX,2011,0.911,129885.37,518583,Europe
Luxembourg,LUX,2012,0.914,128895.41,530951,Europe
Luxembourg,LUX,2013,0.919,129945.45,543358,Europe
Luxembourg,LUX,2014,0.924,130247.664,556285,Europe
Luxembourg,LUX,2015,0.913,130097.26,569540,Europe
Luxembourg,LUX,2016,0.916,133661.66,583511,Europe
Luxembourg,LUX,2017,0.913,132169.83,596506,Europe
Luxembourg,LUX,2018,0.915,131733.89,608109,Europe
Luxembourg,LUX,2019,0.916,132724.75,620167,Europe
Luxembourg,LUX,2020,0.916,129865.63,630597,Europe
Luxembourg,LUX,2021,0.918,136772.44,640276,Europe
Luxembourg,LUX,2022,0.922,132570.83,653315,Europe
Luxembourg,LUX,2023,0.922,130048.92,665101,Europe
Luxembourg,LUX,2024,,128475.28,665101,Europe
Macao,MAC,1990,,55300.746,351123,Asia
Macao,MAC,1991,,54602.055,362275,Asia
Macao,MAC,1992,,58652.79,372256,Asia
Macao,MAC,1993,,59589.977,381331,Asia
Macao,MAC,1994,,60120.66,390126,Asia
Macao,MAC,1995,,60205.707,398703,Asia
Macao,MAC,1996,,59115.234,407033,Asia
Macao,MAC,1997,,58639.523,415074,Asia
Macao,MAC,1998,,55296.5,422816,Asia
Macao,MAC,1999,,53348.01,430253,Asia
Macao,MAC,2000,,55994.76,437316,Asia
Macao,MAC,2001,,57173.86,445121,Asia
Macao,MAC,2002,,61625.957,456026,Asia
Macao,MAC,2003,,67994.78,469062,Asia
Macao,MAC,2004,,84004.45,482209,Asia
Macao,MAC,2005,,87185.52,495416,Asia
Macao,MAC,2006,,93828.32,508752,Asia
Macao,MAC,2007,,102879.64,522281,Asia
Macao,MAC,2008,,102474.67,535935,Asia
Macao,MAC,2009,,104911.14,549492,Asia
Macao,MAC,2010,,130758.28,562809,Asia
Macao,MAC,2011,,155385.33,575644,Asia
Macao,MAC,2012,,164239.27,587450,Asia
Macao,MAC,2013,,174569.52,598752,Asia
Macao,MAC,2014,,162813.44,610308,Asia
Macao,MAC,2015,,123194.07,622185,Asia
Macao,MAC,2016,,120530.055,634317,Asia
Macao,MAC,2017,,133322.62,646558,Asia
Macao,MAC,2018,,139541.16,658777,Asia
Macao,MAC,2019,,133453.89,670982,Asia
Macao,MAC,2020,,59662.484,683069,Asia
Macao,MAC,2021,,73374.445,694404,Asia
Macao,MAC,2022,,59921.44,704360,Asia
Macao,MAC,2023,,104815.2,713916,Asia
Macao,MAC,2024,,111693.5,713916,Asia
Madagascar,MDG,1990,,1968.2723,12055649,Africa
Madagascar,MDG,1991,,1789.8417,12421413,Africa
Madagascar,MDG,1992,,1757.2946,12800870,Africa
Madagascar,MDG,1993,,1740.2952,13197353,Africa
Madagascar,MDG,1994,,1686.3419,13613859,Africa
Madagascar,MDG,1995,,1661.2706,14051279,Africa
Madagascar,MDG,1996,,1643.3258,14510712,Africa
Madagascar,MDG,1997,,1649.4481,14990818,Africa
Madagascar,MDG,1998,,1658.8885,15489364,Africa
Madagascar,MDG,1999,0.436,1681.3594,16000506,Africa
Madagascar,MDG,2000,0.443,1701.4432,16516336,Africa
Madagascar,MDG,2001,0.451,1748.5035,17032933,Africa
Madagascar,MDG,2002,0.448,1486.4343,17549915,Africa
Madagascar,MDG,2003,0.458,1584.7493,18071860,Africa
Madagascar,MDG,2004,0.465,1620.1195,18606606,Africa
Madagascar,MDG,2005,0.47,1648.1763,19159711,Africa
Madagascar,MDG,2006,0.474,1686.8634,19730916,Africa
Madagascar,MDG,2007,0.482,1731.6176,20318590,Africa
Madagascar,MDG,2008,0.49,1794.4023,20923842,Africa
Madagascar,MDG,2009,0.493,1673.1555,21547277,Africa
Madagascar,MDG,2010,0.493,1635.2451,22183343,Africa
Madagascar,MDG,2011,0.494,1614.5514,22822305,Africa
Madagascar,MDG,2012,0.496,1617.7908,23462444,Africa
Madagascar,MDG,2013,0.497,1610.6023,24109290,Africa
Madagascar,MDG,2014,0.5,1620.3579,24764356,Africa
Madagascar,MDG,2015,0.501,1627.5806,25426703,Africa
Madagascar,MDG,2016,0.501,1648.9122,26099950,Africa
Madagascar,MDG,2017,0.505,1669.7277,26788379,Africa
Madagascar,MDG,2018,0.501,1678.7863,27494930,Africa
Madagascar,MDG,2019,0.495,1707.8315,28219559,Africa
Madagascar,MDG,2020,0.483,1545.7272,28953560,Africa
Madagascar,MDG,2021,0.481,1577.4325,29691087,Africa
Madagascar,MDG,2022,0.483,1602.7136,30437261,Africa
Madagascar,MDG,2023,0.487,1629.4609,31195937,Africa
Madagascar,MDG,2024,,1657.0497,31195937,Africa
Malawi,MWI,1990,0.306,1047.4644,9545860,Africa
Malawi,MWI,1991,0.31,1104.3905,9844228,Africa
Malawi,MWI,1992,0.318,994.0365,10135082,Africa
Malawi,MWI,1993,0.324,1074.5848,10284027,Africa
Malawi,MWI,1994,0.325,975.8497,10164899,Africa
Malawi,MWI,1995,0.37,1140.7561,10150122,Africa
Malawi,MWI,1996,0.375,1200.3206,10352227,Africa
Malawi,MWI,1997,0.379,1221.094,10562035,Africa
Malawi,MWI,1998,0.384,1241.5243,10792877,Africa
Malawi,MWI,1999,0.392,1249.7753,11047812,Africa
Malawi,MWI,2000,0.394,1239.3917,11315947,Africa
Malawi,MWI,2001,0.4,1149.5804,11593057,Africa
Malawi,MWI,2002,0.407,1140.8428,11880443,Africa
Malawi,MWI,2003,0.414,1176.1239,12181575,Africa
Malawi,MWI,2004,0.421,1208.2197,12500736,Africa
Malawi,MWI,2005,0.427,1214.7427,12840034,Africa
Malawi,MWI,2006,0.436,1237.2739,13198699,Africa
Malawi,MWI,2007,0.444,1318.3319,13576344,Africa
Malawi,MWI,2008,0.455,1378.4288,13976415,Africa
Malawi,MWI,2009,0.465,1449.7261,14395788,Africa
Malawi,MWI,2010,0.475,1504.3751,14826466,Africa
Malawi,MWI,2011,0.483,1533.2289,15265026,Africa
Malawi,MWI,2012,0.488,1518.1481,15709577,Africa
Malawi,MWI,2013,0.494,1555.5061,16161816,Africa
Malawi,MWI,2014,0.5,1597.5648,16621534,Africa
Malawi,MWI,2015,0.504,1597.6914,17085587,Africa
Malawi,MWI,2016,0.506,1593.5955,17557741,Africa
Malawi,MWI,2017,0.508,1613.0593,18039714,Africa
Malawi,MWI,2018,0.51,1638.9166,18528086,Africa
Malawi,MWI,2019,0.513,1687.2894,19025748,Africa
Malawi,MWI,2020,0.512,1656.4398,19533885,Africa
Malawi,MWI,2021,0.509,1687.5936,20047264,Africa
Malawi,MWI,2022,0.513,1659.9594,20568731,Africa
Malawi,MWI,2023,0.517,1649.2987,21104480,Africa
Malawi,MWI,2024,,1634.2466,21104480,Africa
Malaysia,MYS,1990,0.653,12013.697,17833179,Asia
Malaysia,MYS,1991,0.661,12795.05,18342474,Asia
Malaysia,MYS,1992,0.67,13567.894,18834569,Asia
Malaysia,MYS,1993,0.677,14533.79,19322667,Asia
Malaysia,MYS,1994,0.684,15474.015,19820446,Asia
Malaysia,MYS,1995,0.691,16568.516,20330602,Asia
Malaysia,MYS,1996,0.701,17771.71,20850085,Asia
Malaysia,MYS,1997,0.713,18604.514,21375225,Asia
Malaysia,MYS,1998,0.718,16817.172,21906713,Asia
Malaysia,MYS,1999,0.723,17428.625,22435532,Asia
Malaysia,MYS,2000,0.733,18532.91,22967817,Asia
Malaysia,MYS,2001,0.731,18186.441,23526535,Asia
Malaysia,MYS,2002,0.732,18708.87,24102477,Asia
Malaysia,MYS,2003,0.737,19329.006,24679604,Asia
Malaysia,MYS,2004,0.739,20168.506,25256773,Asia
Malaysia,MYS,2005,0.736,20767.586,25836075,Asia
Malaysia,MYS,2006,0.742,21444.486,26417909,Asia
Malaysia,MYS,2007,0.754,22305.12,26998383,Asia
Malaysia,MYS,2008,0.765,22898.002,27570052,Asia
Malaysia,MYS,2009,0.773,22106.643,28124779,Asia
Malaysia,MYS,2010,0.779,23307.97,28655772,Asia
Malaysia,MYS,2011,0.782,24115.818,29162034,Asia
Malaysia,MYS,2012,0.787,25006.36,29662835,Asia
Malaysia,MYS,2013,0.791,25736.354,30174269,Asia
Malaysia,MYS,2014,0.795,26818.432,30696133,Asia
Malaysia,MYS,2015,0.8,27699.627,31232796,Asia
Malaysia,MYS,2016,0.805,28425.371,31789692,Asia
Malaysia,MYS,2017,0.807,29551.545,32355642,Asia
Malaysia,MYS,2018,0.809,30459.965,32910963,Asia
Malaysia,MYS,2019,0.812,31300.508,33440590,Asia
Malaysia,MYS,2020,0.81,29200.453,33889554,Asia
Malaysia,MYS,2021,0.802,29822.85,34282404,Asia
Malaysia,MYS,2022,0.81,32129.223,34695494,Asia
Malaysia,MYS,2023,0.819,32857.668,35126295,Asia
Malaysia,MYS,2024,,34116.23,35126295,Asia
Maldives,MDV,1990,,8945.805,224772,Asia
Maldives,MDV,1991,,8799.255,231810,Asia
Maldives,MDV,1992,,9120.992,238559,Asia
Maldives,MDV,1993,,9378.522,244893,Asia
Maldives,MDV,1994,,9866.075,250831,Asia
Maldives,MDV,1995,,10894.173,256660,Asia
Maldives,MDV,1996,,11495.099,262354,Asia
Maldives,MDV,1997,,12210.969,267711,Asia
Maldives,MDV,1998,,12884.723,272734,Asia
Maldives,MDV,1999,,13449.203,277423,Asia
Maldives,MDV,2000,0.639,13738.281,282025,Asia
Maldives,MDV,2001,0.639,12977.999,286778,Asia
Maldives,MDV,2002,0.645,13689.807,291631,Asia
Maldives,MDV,2003,0.654,15316.119,296497,Asia
Maldives,MDV,2004,0.655,15958.656,301416,Asia
Maldives,MDV,2005,0.657,13942.875,306429,Asia
Maldives,MDV,2006,0.672,16829.977,313866,Asia
Maldives,MDV,2007,0.672,17439.951,324489,Asia
Maldives,MDV,2008,0.681,18344.486,336178,Asia
Maldives,MDV,2009,0.682,16230.009,348282,Asia
Maldives,MDV,2010,0.689,16730.014,360802,Asia
Maldives,MDV,2011,0.698,17581.768,373683,Asia
Maldives,MDV,2012,0.704,17390.148,386821,Asia
Maldives,MDV,2013,0.71,17986.89,400077,Asia
Maldives,MDV,2014,0.718,18765.36,413623,Asia
Maldives,MDV,2015,0.725,18829.447,428165,Asia
Maldives,MDV,2016,0.732,19345.18,443316,Asia
Maldives,MDV,2017,0.739,20036.717,458297,Asia
Maldives,MDV,2018,0.744,21072.58,473106,Asia
Maldives,MDV,2019,0.749,21855.502,487737,Asia
Maldives,MDV,2020,0.73,14242.975,502127,Asia
Maldives,MDV,2021,0.745,19052.623,516163,Asia
Maldives,MDV,2022,0.764,21357.81,524116,Asia
Maldives,MDV,2023,0.766,22333.047,526009,Asia
Maldives,MDV,2024,,23034.41,526009,Asia
Mali,MLI,1990,0.24,1890.5021,9178826,Africa
Mali,MLI,1991,0.247,2087.919,9362885,Africa
Mali,MLI,1992,0.251,1942.7285,9553540,Africa
Mali,MLI,1993,0.259,1985.3806,9754786,Africa
Mali,MLI,1994,0.266,2051.755,9967035,Africa
Mali,MLI,1995,0.273,2022.4038,10185368,Africa
Mali,MLI,1996,0.282,2105.2754,10407274,Africa
Mali,MLI,1997,0.293,2142.7876,10646499,Africa
Mali,MLI,1998,0.303,2228.2004,10919577,Africa
Mali,MLI,1999,0.314,2269.0874,11227420,Africa
Mali,MLI,2000,0.32,2187.719,11559291,Africa
Mali,MLI,2001,0.332,2458.4617,11912162,Africa
Mali,MLI,2002,0.34,2455.6194,12288051,Africa
Mali,MLI,2003,0.352,2611.837,12684951,Africa
Mali,MLI,2004,0.359,2565.9775,13102415,Africa
Mali,MLI,2005,0.368,2546.3328,13538648,Africa
Mali,MLI,2006,0.377,2555.0747,13990143,Africa
Mali,MLI,2007,0.386,2515.947,14457776,Africa
Mali,MLI,2008,0.395,2523.1997,14940786,Africa
Mali,MLI,2009,0.403,2575.5454,15435536,Africa
Mali,MLI,2010,0.41,2632.2646,15945201,Africa
Mali,MLI,2011,0.415,2623.3462,16469054,Africa
Mali,MLI,2012,0.411,2520.5293,16957039,Africa
Mali,MLI,2013,0.409,2528.53,17459619,Africa
Mali,MLI,2014,0.414,2609.1672,18020267,Africa
Mali,MLI,2015,0.413,2686.5605,18593022,Africa
Mali,MLI,2016,0.411,2759.1106,19191298,Africa
Mali,MLI,2017,0.416,2816.1943,19813016,Africa
Mali,MLI,2018,0.421,2862.4072,20442031,Africa
Mali,MLI,2019,0.425,2916.1716,21068405,Africa
Mali,MLI,2020,0.414,2796.4104,21713837,Africa
Mali,MLI,2021,0.414,2796.228,22388637,Africa
Mali,MLI,2022,0.417,2813.811,23072641,Africa
Mali,MLI,2023,0.419,2860.4282,23769130,Africa
Mali,MLI,2024,,2916.1853,23769130,Africa
Malta,MLT,1990,0.735,18207.428,367913,Europe
Malta,MLT,1991,0.742,18832.13,371335,Europe
Malta,MLT,1992,0.748,19513.186,374805,Europe
Malta,MLT,1993,0.754,20184.914,378222,Europe
Malta,MLT,1994,0.758,21127.064,381467,Europe
Malta,MLT,1995,0.763,22310.963,384559,Europe
Malta,MLT,1996,0.763,23002.21,387627,Europe
Malta,MLT,1997,0.772,24028.895,390687,Europe
Malta,MLT,1998,0.781,25096.875,393782,Europe
Malta,MLT,1999,0.784,26126.09,396897,Europe
Malta,MLT,2000,0.79,31066.924,399905,Europe
Malta,MLT,2001,0.801,30600.973,402788,Europe
Malta,MLT,2002,0.806,31206.271,405571,Europe
Malta,MLT,2003,0.818,32146.68,408236,Europe
Malta,MLT,2004,0.832,32061.572,410800,Europe
Malta,MLT,2005,0.84,32775.75,413324,Europe
Malta,MLT,2006,0.838,33419.473,415463,Europe
Malta,MLT,2007,0.845,34980.402,417201,Europe
Malta,MLT,2008,0.848,36286.375,418969,Europe
Malta,MLT,2009,0.854,35511.355,420800,Europe
Malta,MLT,2010,0.867,37527.34,422654,Europe
Malta,MLT,2011,0.862,37739.445,424635,Europe
Malta,MLT,2012,0.87,38935.7,426616,Europe
Malta,MLT,2013,0.88,40919.793,428457,Europe
Malta,MLT,2014,0.886,43161.543,434494,Europe
Malta,MLT,2015,0.892,46170.17,444978,Europe
Malta,MLT,2016,0.891,46965.6,455276,Europe
Malta,MLT,2017,0.901,51626.348,467902,Europe
Malta,MLT,2018,0.908,53417.016,484560,Europe
Malta,MLT,2019,0.91,53391.438,504017,Europe
Malta,MLT,2020,0.903,50387.82,518212,Europe
Malta,MLT,2021,0.914,56852.32,524383,Europe
Malta,MLT,2022,0.917,56841.957,528194,Europe
Malta,MLT,2023,0.924,60418.395,532964,Europe
Malta,MLT,2024,,62700.496,532964,Europe
Marshall Islands,MHL,1990,,3905.586,44648,Oceania
Marshall Islands,MHL,1991,,3828.4636,45587,Oceania
Marshall Islands,MHL,1992,,4029.3413,46406,Oceania
Marshall Islands,MHL,1993,,4207.4097,47112,Oceania
Marshall Islands,MHL,1994,,4396.9146,47731,Oceania
Marshall Islands,MHL,1995,,4703.433,48283,Oceania
Marshall Islands,MHL,1996,,4174.814,48795,Oceania
Marshall Islands,MHL,1997,,3867.3428,49277,Oceania
Marshall Islands,MHL,1998,,3805.887,49732,Oceania
Marshall Islands,MHL,1999,,3718.811,50221,Oceania
Marshall Islands,MHL,2000,,3772.2158,50721,Oceania
Marshall Islands,MHL,2001,,4000.7305,51137,Oceania
Marshall Islands,MHL,2002,,4121.84,51441,Oceania
Marshall Islands,MHL,2003,,4040.655,51657,Oceania
Marshall Islands,MHL,2004,,4012.3445,51803,Oceania
Marshall Islands,MHL,2005,,4075.1587,51928,Oceania
Marshall Islands,MHL,2006,,4075.5764,52011,Oceania
Marshall Islands,MHL,2007,,4222.413,52050,Oceania
Marshall Islands,MHL,2008,,3903.3057,52049,Oceania
Marshall Islands,MHL,2009,,4047.2268,52036,Oceania
Marshall Islands,MHL,2010,,4269.3584,52064,Oceania
Marshall Islands,MHL,2011,0.666,4259.116,51927,Oceania
Marshall Islands,MHL,2012,0.668,4244.0444,51438,Oceania
